StationCode,LongName,Number,Type,OperatingCompany,Destination,PlannedDepartureTime,Delay
GD,Gouda,9584,Sprinter,NS,APN,2016-12-06T23:32:00Z,PT1M3S
GD,Gouda,9584,Sprinter,NS,APN,2016-12-06T23:32:00Z,PT1M3S
HWD,Heerhugowaard,314889,Sprinter,NS,HN,2016-12-06T23:22:00Z,PT13M11S
HWD,Heerhugowaard,314889,Sprinter,NS,HN,2016-12-06T23:22:00Z,PT13M11S
ASA,Amsterdam Amstel,4084,Sprinter,NS,ASD,2016-12-06T23:33:00Z,PT0S
ASA,Amsterdam Amstel,4084,Sprinter,NS,ASD,2016-12-06T23:33:00Z,PT0S
UTZL,Utrecht Zuilen,7484,Sprinter,NS,ASD,2016-12-06T23:31:00Z,PT0S
UTZL,Utrecht Zuilen,7484,Sprinter,NS,ASD,2016-12-06T23:31:00Z,PT0S
UTZL,Utrecht Zuilen,7484,Sprinter,NS,ASD,2016-12-06T23:31:00Z,PT0S
UTZL,Utrecht Zuilen,7484,Sprinter,NS,ASD,2016-12-06T23:31:00Z,PT0S
UTVR,Utrecht Vaartsche Rijn,6086,Sprinter,NS,UT,2016-12-06T23:30:00Z,PT3M54S
UTVR,Utrecht Vaartsche Rijn,6086,Sprinter,NS,UT,2016-12-06T23:30:00Z,PT3M54S
ASS,Amsterdam Sloterdijk,12684,Intercity,NS,GV,2016-12-06T23:34:00Z,PT0S
ASS,Amsterdam Sloterdijk,12684,Intercity,NS,GV,2016-12-06T23:34:00Z,PT0S
MP,Meppel,12685,Intercity,NS,GN,2016-12-06T23:33:00Z,PT0S
MP,Meppel,12685,Intercity,NS,GN,2016-12-06T23:33:00Z,PT0S
HMBH,Helmond Brouwhuis,9687,Sprinter,NS,DN,2016-12-06T23:31:00Z,PT3M50S
HMBH,Helmond Brouwhuis,9687,Sprinter,NS,DN,2016-12-06T23:31:00Z,PT3M50S
RLB,Rotterdam Lombardijen,15184,Sprinter,NS,GVC,2016-12-06T23:09:00Z,PT28M18S
RLB,Rotterdam Lombardijen,15184,Sprinter,NS,GVC,2016-12-06T23:09:00Z,PT28M18S
RTZ,Rotterdam Zuid,15184,Sprinter,NS,GVC,2016-12-06T23:12:00Z,PT28M5S
RTZ,Rotterdam Zuid,15184,Sprinter,NS,GVC,2016-12-06T23:12:00Z,PT28M5S
BRD,Barendrecht,15184,Sprinter,NS,GVC,2016-12-06T23:05:00Z,PT28M13S
BRD,Barendrecht,15184,Sprinter,NS,GVC,2016-12-06T23:05:00Z,PT28M13S
PMR,Purmerend,1584,Intercity,NS,HN,2016-12-06T23:34:00Z,PT1M4S
PMR,Purmerend,1584,Intercity,NS,HN,2016-12-06T23:34:00Z,PT1M4S
SD,Soestdijk,5589,Sprinter,NS,BRN,2016-12-06T23:32:00Z,PT2M36S
SD,Soestdijk,5589,Sprinter,NS,BRN,2016-12-06T23:32:00Z,PT2M36S
HTNC,Houten Castellum,16086,Sprinter,NS,UT,2016-12-06T23:35:00Z,PT0S
HTNC,Houten Castellum,16086,Sprinter,NS,UT,2016-12-06T23:35:00Z,PT0S
RTD,Rotterdam Centraal,2695,Intercity,NS,ASD,2016-12-06T23:23:00Z,PT10M23S
RTD,Rotterdam Centraal,2695,Intercity,NS,ASD,2016-12-06T23:23:00Z,PT10M23S
TBR,Tilburg Reeshof,13690,Sprinter,NS,HT,2016-12-06T23:35:00Z,PT0S
TBR,Tilburg Reeshof,13690,Sprinter,NS,HT,2016-12-06T23:35:00Z,PT0S
NDB,Naarden-Bussum,4988,Sprinter,NS,LLS,2016-12-06T23:33:00Z,PT1M34S
NDB,Naarden-Bussum,4988,Sprinter,NS,LLS,2016-12-06T23:33:00Z,PT1M34S
BR,Blerick,32287,Stoptrein,Veolia,VL,2016-12-06T23:32:00Z,PT1M16S
BR,Blerick,32287,Stoptrein,Veolia,VL,2016-12-06T23:32:00Z,PT1M16S
BR,Blerick,32287,Stoptrein,Veolia,VL,2016-12-06T23:32:00Z,PT1M16S
BR,Blerick,32287,Stoptrein,Veolia,VL,2016-12-06T23:32:00Z,PT1M16S
SDM,Schiedam Centrum,12680,Intercity,NS,RSD,2016-12-06T23:33:00Z,PT2M45S
SDM,Schiedam Centrum,12680,Intercity,NS,RSD,2016-12-06T23:33:00Z,PT2M45S
ASN,Assen,583,Intercity,NS,GN,2016-12-06T23:27:00Z,PT6M1S
ASN,Assen,583,Intercity,NS,GN,2016-12-06T23:27:00Z,PT6M1S
WP,Weesp,4686,Sprinter,NS,ASD,2016-12-06T23:33:00Z,PT0S
WP,Weesp,4686,Sprinter,NS,ASD,2016-12-06T23:33:00Z,PT0S
ZWD,Zwijndrecht,15191,Sprinter,NS,DDR,2016-12-06T23:36:00Z,PT0S
ZWD,Zwijndrecht,15191,Sprinter,NS,DDR,2016-12-06T23:36:00Z,PT0S
SWD,Sauwerd,37794,Stoptrein,Arriva,GN,2016-12-06T23:36:00Z,PT0S
SWD,Sauwerd,37794,Stoptrein,Arriva,GN,2016-12-06T23:36:00Z,PT0S
DRH,Driehuis,14893,Sprinter,NS,UTG,2016-12-06T23:35:00Z,PT0S
DRH,Driehuis,14893,Sprinter,NS,UTG,2016-12-06T23:35:00Z,PT0S
SPTN,Santpoort Noord,14893,Sprinter,NS,UTG,2016-12-06T23:33:00Z,PT0S
SPTN,Santpoort Noord,14893,Sprinter,NS,UTG,2016-12-06T23:33:00Z,PT0S
AMRI,Almelo de Riet,7983,Sprinter,NS,ES,2016-12-06T23:33:00Z,PT2M59S
AMRI,Almelo de Riet,7983,Sprinter,NS,ES,2016-12-06T23:33:00Z,PT2M59S
GN,Groningen,37781,Stoptrein,Arriva,DZ,2016-12-06T23:33:00Z,PT0S
GN,Groningen,37781,Stoptrein,Arriva,DZ,2016-12-06T23:33:00Z,PT0S
EHS,Eindhoven Strijp-S,9689,Sprinter,NS,EHV,2016-12-06T23:34:00Z,PT0S
EHS,Eindhoven Strijp-S,9689,Sprinter,NS,EHV,2016-12-06T23:34:00Z,PT0S
MSW,Maassluis West,4195,Sprinter,NS,RTD,2016-12-06T23:33:00Z,PT1M5S
MSW,Maassluis West,4195,Sprinter,NS,RTD,2016-12-06T23:33:00Z,PT1M5S
STZ,Soest Zuid,5586,Sprinter,NS,UT,2016-12-06T23:34:00Z,PT0S
STZ,Soest Zuid,5586,Sprinter,NS,UT,2016-12-06T23:34:00Z,PT0S
AMPO,Almere Poort,4689,Sprinter,NS,LLS,2016-12-06T23:35:00Z,PT0S
AMPO,Almere Poort,4689,Sprinter,NS,LLS,2016-12-06T23:35:00Z,PT0S
MSS,Maassluis,4195,Sprinter,NS,RTD,2016-12-06T23:36:00Z,PT0S
MSS,Maassluis,4195,Sprinter,NS,RTD,2016-12-06T23:36:00Z,PT0S
MSW,Maassluis West,4195,Sprinter,NS,RTD,2016-12-06T23:33:00Z,PT1M5S
MSW,Maassluis West,4195,Sprinter,NS,RTD,2016-12-06T23:33:00Z,PT1M5S
ALMP,Almere Parkwijk,4386,Sprinter,NS,HFD,2016-12-06T23:31:00Z,PT3M40S
ALMP,Almere Parkwijk,4386,Sprinter,NS,HFD,2016-12-06T23:31:00Z,PT3M40S
HTO,'s-Hertogenbosch Oost,4489,Sprinter,NS,EHV,2016-12-06T23:30:00Z,PT2M54S
HTO,'s-Hertogenbosch Oost,4489,Sprinter,NS,EHV,2016-12-06T23:30:00Z,PT2M54S
LDL,Leiden Lammenschans,8884,Intercity,NS,LEDN,2016-12-06T23:32:00Z,PT0S
LDL,Leiden Lammenschans,8884,Intercity,NS,LEDN,2016-12-06T23:32:00Z,PT0S
YPB,Den Haag Ypenburg,9895,Sprinter,NS,GDG,2016-12-06T23:34:00Z,PT0S
YPB,Den Haag Ypenburg,9895,Sprinter,NS,GDG,2016-12-06T23:34:00Z,PT0S
LWC,Leeuwarden Camminghaburen,37481,Stoptrein,Arriva,GN,2016-12-06T23:28:00Z,PT5M10S
LWC,Leeuwarden Camminghaburen,37481,Stoptrein,Arriva,GN,2016-12-06T23:28:00Z,PT5M10S
RTA,Rotterdam Alexander,4088,Sprinter,NS,GDG,2016-12-06T23:35:00Z,PT0S
RTA,Rotterdam Alexander,4088,Sprinter,NS,GDG,2016-12-06T23:35:00Z,PT0S
VDL,Voerendaal,32087,Stoptrein,Veolia,HRL,2016-12-06T23:33:00Z,PT1M14S
VDL,Voerendaal,32087,Stoptrein,Veolia,HRL,2016-12-06T23:33:00Z,PT1M14S
GNN,Groningen Noord,37681,Stoptrein,Arriva,RD,2016-12-06T23:33:00Z,PT3M4S
GNN,Groningen Noord,37681,Stoptrein,Arriva,RD,2016-12-06T23:33:00Z,PT3M4S
SHL,Schiphol Airport,5784,Sprinter,NS,HFD,2016-12-06T23:34:00Z,PT0S
SHL,Schiphol Airport,5784,Sprinter,NS,HFD,2016-12-06T23:34:00Z,PT0S
ASDZ,Amsterdam Zuid,5791,Sprinter,NS,DMNZ,2016-12-06T23:35:00Z,PT0S
ASDZ,Amsterdam Zuid,5791,Sprinter,NS,DMNZ,2016-12-06T23:35:00Z,PT0S
STD,Sittard,6883,Sprinter,NS,MTR,2016-12-06T23:34:00Z,PT0S
STD,Sittard,6883,Sprinter,NS,MTR,2016-12-06T23:34:00Z,PT0S
ALM,Almere Centrum,12686,Intercity,NS,ASD,2016-12-06T23:32:00Z,PT1M52S
ALM,Almere Centrum,12686,Intercity,NS,ASD,2016-12-06T23:32:00Z,PT1M52S
WD,Woerden,8891,Intercity,NS,UT,2016-12-06T23:24:00Z,PT15M50S
WD,Woerden,8891,Intercity,NS,UT,2016-12-06T23:24:00Z,PT15M50S
AMFS,Amersfoort Schothorst,11788,Intercity,NS,UT,2016-12-06T23:34:00Z,PT0S
AMFS,Amersfoort Schothorst,11788,Intercity,NS,UT,2016-12-06T23:34:00Z,PT0S
ALM,Almere Centrum,12686,Intercity,NS,ASD,2016-12-06T23:32:00Z,PT1M52S
ALM,Almere Centrum,12686,Intercity,NS,ASD,2016-12-06T23:32:00Z,PT1M52S
ASD,Amsterdam Centraal,14895,Sprinter,NS,HLM,2016-12-06T23:34:00Z,PT0S
ASD,Amsterdam Centraal,14895,Sprinter,NS,HLM,2016-12-06T23:34:00Z,PT0S
WD,Woerden,8886,Intercity,NS,LEDN,2016-12-06T23:36:00Z,PT0S
WD,Woerden,8886,Intercity,NS,LEDN,2016-12-06T23:36:00Z,PT0S
MTH,Martenshoek,37583,Stoptrein,Arriva,NSCH,2016-12-06T23:36:00Z,PT0S
MTH,Martenshoek,37583,Stoptrein,Arriva,NSCH,2016-12-06T23:36:00Z,PT0S
KW,Kropswolde,37583,Stoptrein,Arriva,NSCH,2016-12-06T23:34:00Z,PT0S
KW,Kropswolde,37583,Stoptrein,Arriva,NSCH,2016-12-06T23:34:00Z,PT0S
AH,Arnhem Centraal,303087,Intercity,NS,NM,2016-12-06T23:34:00Z,PT0S
AH,Arnhem Centraal,303087,Intercity,NS,NM,2016-12-06T23:34:00Z,PT0S
UTO,Utrecht Overvecht,5788,Sprinter,NS,NDB,2016-12-06T23:29:00Z,PT6M41S
UTO,Utrecht Overvecht,5788,Sprinter,NS,NDB,2016-12-06T23:29:00Z,PT6M41S
RLB,Rotterdam Lombardijen,15184,Sprinter,NS,GVC,2016-12-06T23:09:00Z,PT28M18S
RLB,Rotterdam Lombardijen,15184,Sprinter,NS,GVC,2016-12-06T23:09:00Z,PT28M18S
BKF,Bovenkarspel Flora,1582,Intercity,NS,EKZ,2016-12-06T23:33:00Z,PT0S
BKF,Bovenkarspel Flora,1582,Intercity,NS,EKZ,2016-12-06T23:33:00Z,PT0S
DTC,Doetinchem,30985,Stoptrein,Arriva,WW,2016-12-06T23:37:00Z,PT0S
DTC,Doetinchem,30985,Stoptrein,Arriva,WW,2016-12-06T23:37:00Z,PT0S
DTCH,Doetinchem De Huet,30985,Stoptrein,Arriva,WW,2016-12-06T23:33:00Z,PT0S
DTCH,Doetinchem De Huet,30985,Stoptrein,Arriva,WW,2016-12-06T23:33:00Z,PT0S
DB,Driebergen-Zeist,7486,Sprinter,NS,UT,2016-12-06T23:35:00Z,PT1M6S
DB,Driebergen-Zeist,7486,Sprinter,NS,UT,2016-12-06T23:35:00Z,PT1M6S
GNN,Groningen Noord,37681,Stoptrein,Arriva,RD,2016-12-06T23:33:00Z,PT3M4S
GNN,Groningen Noord,37681,Stoptrein,Arriva,RD,2016-12-06T23:33:00Z,PT3M4S
DTZ,Delft Zuid,5193,Sprinter,NS,DDR,2016-12-06T23:32:00Z,PT2M14S
DTZ,Delft Zuid,5193,Sprinter,NS,DDR,2016-12-06T23:32:00Z,PT2M14S
VST,Voorschoten,5782,Sprinter,NS,GVC,2016-12-06T23:32:00Z,PT0S
VST,Voorschoten,5782,Sprinter,NS,GVC,2016-12-06T23:32:00Z,PT0S
WC,Wijchen,4491,Sprinter,NS,HT,2016-12-06T23:34:00Z,PT0S
WC,Wijchen,4491,Sprinter,NS,HT,2016-12-06T23:34:00Z,PT0S
ASS,Amsterdam Sloterdijk,2197,Intercity,NS,GV,2016-12-06T23:32:00Z,PT1M50S
ASS,Amsterdam Sloterdijk,2197,Intercity,NS,GV,2016-12-06T23:32:00Z,PT1M50S
GDG,Gouda Goverwelle,9884,Sprinter,NS,GVC,2016-12-06T23:34:00Z,PT0S
GDG,Gouda Goverwelle,9884,Sprinter,NS,GVC,2016-12-06T23:34:00Z,PT0S
GD,Gouda,4086,Sprinter,NS,GDG,2016-12-06T23:19:00Z,PT15M37S
GD,Gouda,4086,Sprinter,NS,GDG,2016-12-06T23:19:00Z,PT15M37S
HVSM,Hilversum Media Park,5886,Sprinter,NS,ASD,2016-12-06T23:34:00Z,PT55S
HVSM,Hilversum Media Park,5886,Sprinter,NS,ASD,2016-12-06T23:34:00Z,PT55S
VH,Voorhout,6397,Sprinter,NS,GVC,2016-12-06T23:37:00Z,PT1M25S
VH,Voorhout,6397,Sprinter,NS,GVC,2016-12-06T23:37:00Z,PT1M25S
VH,Voorhout,6397,Sprinter,NS,GVC,2016-12-06T23:37:00Z,PT1M25S
VH,Voorhout,6397,Sprinter,NS,GVC,2016-12-06T23:37:00Z,PT1M25S
PT,Putten,5688,Sprinter,NS,UT,2016-12-06T23:27:00Z,PT7M26S
PT,Putten,5688,Sprinter,NS,UT,2016-12-06T23:27:00Z,PT7M26S
NKK,Nijkerk,5688,Sprinter,NS,UT,2016-12-06T23:33:00Z,PT6M58S
NKK,Nijkerk,5688,Sprinter,NS,UT,2016-12-06T23:33:00Z,PT6M58S
AVAT,Amersfoort Vathorst,5688,Sprinter,NS,UT,2016-12-06T23:38:00Z,PT6M34S
AVAT,Amersfoort Vathorst,5688,Sprinter,NS,UT,2016-12-06T23:38:00Z,PT6M34S
AMFS,Amersfoort Schothorst,5688,Sprinter,NS,UT,2016-12-06T23:42:00Z,PT6M15S
AMFS,Amersfoort Schothorst,5688,Sprinter,NS,UT,2016-12-06T23:42:00Z,PT6M15S
DLD,Den Dolder,5688,Sprinter,NS,UT,2016-12-06T23:53:00Z,PT5M29S
DLD,Den Dolder,5688,Sprinter,NS,UT,2016-12-06T23:53:00Z,PT5M29S
PT,Putten,5688,Sprinter,NS,UT,2016-12-06T23:27:00Z,PT7M26S
PT,Putten,5688,Sprinter,NS,UT,2016-12-06T23:27:00Z,PT7M26S
BHV,Bilthoven,5688,Sprinter,NS,UT,2016-12-06T23:56:00Z,PT5M15S
BHV,Bilthoven,5688,Sprinter,NS,UT,2016-12-06T23:56:00Z,PT5M15S
AMF,Amersfoort,5688,Sprinter,NS,UT,2016-12-06T23:46:00Z,PT6M2S
AMF,Amersfoort,5688,Sprinter,NS,UT,2016-12-06T23:46:00Z,PT6M2S
UTO,Utrecht Overvecht,5688,Sprinter,NS,UT,2016-12-07T00:01:00Z,PT4M52S
UTO,Utrecht Overvecht,5688,Sprinter,NS,UT,2016-12-07T00:01:00Z,PT4M52S
GD,Gouda,584,Intercity,NS,RTD,2016-12-06T23:37:00Z,PT0S
GD,Gouda,584,Intercity,NS,RTD,2016-12-06T23:37:00Z,PT0S
DVNK,De Vink,6380,Sprinter,NS,HLM,2016-12-06T23:34:00Z,PT0S
DVNK,De Vink,6380,Sprinter,NS,HLM,2016-12-06T23:34:00Z,PT0S
UTLN,Utrecht Lunetten,16091,Sprinter,NS,HT,2016-12-06T23:34:00Z,PT0S
UTLN,Utrecht Lunetten,16091,Sprinter,NS,HT,2016-12-06T23:34:00Z,PT0S
ASDM,Amsterdam Muiderpoort,7493,Sprinter,NS,UT,2016-12-06T23:34:00Z,PT0S
ASDM,Amsterdam Muiderpoort,7493,Sprinter,NS,UT,2016-12-06T23:34:00Z,PT0S
KBW,Koog Bloemwijk,4082,Sprinter,NS,HWD,2016-12-06T23:33:00Z,PT0S
KBW,Koog Bloemwijk,4082,Sprinter,NS,HWD,2016-12-06T23:33:00Z,PT0S
MES,Meerssen,32088,Stoptrein,Veolia,MT,2016-12-06T23:36:00Z,PT0S
MES,Meerssen,32088,Stoptrein,Veolia,MT,2016-12-06T23:36:00Z,PT0S
SGL,Houthem-St Gerlach,32088,Stoptrein,Veolia,MT,2016-12-06T23:33:00Z,PT0S
SGL,Houthem-St Gerlach,32088,Stoptrein,Veolia,MT,2016-12-06T23:33:00Z,PT0S
HR,Heerenveen,12683,Intercity,NS,LW,2016-12-06T23:34:00Z,PT2M35S
HR,Heerenveen,12683,Intercity,NS,LW,2016-12-06T23:34:00Z,PT2M35S
OMN,Ommen,8083,Stoptrein,Arriva,EMN,2016-12-06T23:36:00Z,PT0S
OMN,Ommen,8083,Stoptrein,Arriva,EMN,2016-12-06T23:36:00Z,PT0S
DLN,Dalen,8096,Stoptrein,Arriva,ZL,2016-12-06T23:32:00Z,PT1M24S
DLN,Dalen,8096,Stoptrein,Arriva,ZL,2016-12-06T23:32:00Z,PT1M24S
SN,Schinnen,6981,Sprinter,NS,HRL,2016-12-06T23:30:00Z,PT0S
SN,Schinnen,6981,Sprinter,NS,HRL,2016-12-06T23:30:00Z,PT0S
PMO,Purmerend Overwhere,1593,Intercity,NS,ASD,2016-12-06T23:31:00Z,PT3M50S
PMO,Purmerend Overwhere,1593,Intercity,NS,ASD,2016-12-06T23:31:00Z,PT3M50S
PMR,Purmerend,1593,Intercity,NS,ASD,2016-12-06T23:34:00Z,PT3M37S
PMR,Purmerend,1593,Intercity,NS,ASD,2016-12-06T23:34:00Z,PT3M37S
PMW,Purmerend Weidevenne,1593,Intercity,NS,ASD,2016-12-06T23:36:00Z,PT3M28S
PMW,Purmerend Weidevenne,1593,Intercity,NS,ASD,2016-12-06T23:36:00Z,PT3M28S
ZDK,Zaandam Kogerveld,1593,Intercity,NS,ASD,2016-12-06T23:42:00Z,PT3M
ZDK,Zaandam Kogerveld,1593,Intercity,NS,ASD,2016-12-06T23:42:00Z,PT3M
ZD,Zaandam,1593,Intercity,NS,ASD,2016-12-06T23:46:00Z,PT2M42S
ZD,Zaandam,1593,Intercity,NS,ASD,2016-12-06T23:46:00Z,PT2M42S
PMO,Purmerend Overwhere,1593,Intercity,NS,ASD,2016-12-06T23:31:00Z,PT3M50S
PMO,Purmerend Overwhere,1593,Intercity,NS,ASD,2016-12-06T23:31:00Z,PT3M50S
SWD,Sauwerd,37698,Stoptrein,Arriva,GN,2016-12-07T00:45:00Z,PT0S
SWD,Sauwerd,37698,Stoptrein,Arriva,GN,2016-12-07T00:45:00Z,PT0S
ASS,Amsterdam Sloterdijk,1593,Intercity,NS,ASD,2016-12-06T23:53:00Z,PT2M15S
ASS,Amsterdam Sloterdijk,1593,Intercity,NS,ASD,2016-12-06T23:53:00Z,PT2M15S
ASD,Amsterdam Centraal,1405,Nachtnettrein,NS,RTD,2016-12-07T00:45:00Z,PT0S
ASD,Amsterdam Centraal,1405,Nachtnettrein,NS,RTD,2016-12-07T00:45:00Z,PT0S
HWD,Heerhugowaard,314889,Sprinter,NS,HN,2016-12-06T23:22:00Z,PT13M11S
HWD,Heerhugowaard,314889,Sprinter,NS,HN,2016-12-06T23:22:00Z,PT13M11S
PMR,Purmerend,1584,Intercity,NS,HN,2016-12-06T23:34:00Z,PT1M4S
PMR,Purmerend,1584,Intercity,NS,HN,2016-12-06T23:34:00Z,PT1M4S
NH,Nuth,6981,Sprinter,NS,HRL,2016-12-06T23:33:00Z,PT0S
NH,Nuth,6981,Sprinter,NS,HRL,2016-12-06T23:33:00Z,PT0S
UHZ,Uithuizen,37696,Stoptrein,Arriva,GN,2016-12-06T23:33:00Z,PT0S
UHZ,Uithuizen,37696,Stoptrein,Arriva,GN,2016-12-06T23:33:00Z,PT0S
MAS,Maarssen,7484,Sprinter,NS,ASD,2016-12-06T23:36:00Z,PT0S
MAS,Maarssen,7484,Sprinter,NS,ASD,2016-12-06T23:36:00Z,PT0S
WH,Wijhe,3682,Intercity,NS,ZL,2016-12-06T23:30:00Z,PT4M12S
WH,Wijhe,3682,Intercity,NS,ZL,2016-12-06T23:30:00Z,PT4M12S
WT,Weert,885,Intercity,NS,MT,2016-12-06T23:19:00Z,PT18M28S
WT,Weert,885,Intercity,NS,MT,2016-12-06T23:19:00Z,PT18M28S
ASDL,Amsterdam Lelylaan,5893,Sprinter,NS,ASD,2016-12-06T23:36:00Z,PT0S
ASDL,Amsterdam Lelylaan,5893,Sprinter,NS,ASD,2016-12-06T23:36:00Z,PT0S
ASDM,Amsterdam Muiderpoort,4084,Sprinter,NS,ASD,2016-12-06T23:36:00Z,PT0S
ASDM,Amsterdam Muiderpoort,4084,Sprinter,NS,ASD,2016-12-06T23:36:00Z,PT0S
HLMS,Haarlem Spaarnwoude,5499,Sprinter,NS,ZVT,2016-12-06T23:34:00Z,PT2M12S
HLMS,Haarlem Spaarnwoude,5499,Sprinter,NS,ZVT,2016-12-06T23:34:00Z,PT2M12S
WP,Weesp,5786,Sprinter,NS,HFD,2016-12-06T23:39:00Z,PT0S
WP,Weesp,5786,Sprinter,NS,HFD,2016-12-06T23:39:00Z,PT0S
SDM,Schiedam Centrum,4184,Sprinter,NS,HLD,2016-12-06T23:37:00Z,PT0S
SDM,Schiedam Centrum,4184,Sprinter,NS,HLD,2016-12-06T23:37:00Z,PT0S
SDM,Schiedam Centrum,2695,Intercity,NS,ASD,2016-12-06T23:27:00Z,PT11M5S
SDM,Schiedam Centrum,2695,Intercity,NS,ASD,2016-12-06T23:27:00Z,PT11M5S
DT,Delft,2695,Intercity,NS,ASD,2016-12-06T23:35:00Z,PT10M28S
DT,Delft,2695,Intercity,NS,ASD,2016-12-06T23:35:00Z,PT10M28S
GV,Den Haag HS,2695,Intercity,NS,ASD,2016-12-06T23:43:00Z,PT9M57S
GV,Den Haag HS,2695,Intercity,NS,ASD,2016-12-06T23:43:00Z,PT9M57S
LAA,Den Haag Laan v NOI,2695,Intercity,NS,ASD,2016-12-06T23:46:00Z,PT9M48S
LAA,Den Haag Laan v NOI,2695,Intercity,NS,ASD,2016-12-06T23:46:00Z,PT9M48S
LEDN,Leiden Centraal,2695,Intercity,NS,ASD,2016-12-06T23:57:00Z,PT9M7S
LEDN,Leiden Centraal,2695,Intercity,NS,ASD,2016-12-06T23:57:00Z,PT9M7S
ASS,Amsterdam Sloterdijk,2695,Intercity,NS,ASD,2016-12-07T00:22:00Z,PT7M14S
ASS,Amsterdam Sloterdijk,2695,Intercity,NS,ASD,2016-12-07T00:22:00Z,PT7M14S
ZH,Zuidhorn,37496,Stoptrein,Arriva,LW,2016-12-06T23:39:00Z,PT2M48S
ZH,Zuidhorn,37496,Stoptrein,Arriva,LW,2016-12-06T23:39:00Z,PT2M48S
GK,Grijpskerk,37496,Stoptrein,Arriva,LW,2016-12-06T23:44:00Z,PT2M25S
GK,Grijpskerk,37496,Stoptrein,Arriva,LW,2016-12-06T23:44:00Z,PT2M25S
GS,Goes,2674,Intercity,NS,VS,2016-12-06T23:34:00Z,PT45S
GS,Goes,2674,Intercity,NS,VS,2016-12-06T23:34:00Z,PT45S
AHZ,Arnhem Zuid,3686,Intercity,NS,AH,2016-12-06T23:32:00Z,PT0S
AHZ,Arnhem Zuid,3686,Intercity,NS,AH,2016-12-06T23:32:00Z,PT0S
LEDN,Leiden Centraal,2195,Intercity,NS,GVC,2016-12-06T23:35:00Z,PT0S
LEDN,Leiden Centraal,2195,Intercity,NS,GVC,2016-12-06T23:35:00Z,PT0S
LEDN,Leiden Centraal,12682,Intercity,NS,RTD,2016-12-06T23:35:00Z,PT0S
LEDN,Leiden Centraal,12682,Intercity,NS,RTD,2016-12-06T23:35:00Z,PT0S
ALMP,Almere Parkwijk,4386,Sprinter,NS,HFD,2016-12-06T23:31:00Z,PT4M26S
ALMP,Almere Parkwijk,4386,Sprinter,NS,HFD,2016-12-06T23:31:00Z,PT4M26S
ALM,Almere Centrum,4386,Sprinter,NS,HFD,2016-12-06T23:35:00Z,PT4M12S
ALM,Almere Centrum,4386,Sprinter,NS,HFD,2016-12-06T23:35:00Z,PT4M12S
BTL,Boxtel,9688,Sprinter,NS,HT,2016-12-06T23:33:00Z,PT2M7S
BTL,Boxtel,9688,Sprinter,NS,HT,2016-12-06T23:33:00Z,PT2M7S
VG,Vught,9688,Sprinter,NS,HT,2016-12-06T23:40:00Z,PT1M34S
VG,Vught,9688,Sprinter,NS,HT,2016-12-06T23:40:00Z,PT1M34S
ALMP,Almere Parkwijk,4386,Sprinter,NS,HFD,2016-12-06T23:31:00Z,PT4M26S
ALMP,Almere Parkwijk,4386,Sprinter,NS,HFD,2016-12-06T23:31:00Z,PT4M26S
HT,'s-Hertogenbosch,889,Intercity,NS,EHV,2016-12-06T23:37:00Z,PT1M52S
HT,'s-Hertogenbosch,889,Intercity,NS,EHV,2016-12-06T23:37:00Z,PT1M52S
SPM,Sappemeer Oost,37596,Stoptrein,Arriva,GN,2016-12-06T23:35:00Z,PT0S
SPM,Sappemeer Oost,37596,Stoptrein,Arriva,GN,2016-12-06T23:35:00Z,PT0S
BTL,Boxtel,9688,Sprinter,NS,HT,2016-12-06T23:33:00Z,PT2M7S
BTL,Boxtel,9688,Sprinter,NS,HT,2016-12-06T23:33:00Z,PT2M7S
BTL,Boxtel,5287,Sprinter,NS,EHV,2016-12-06T23:35:00Z,PT0S
BTL,Boxtel,5287,Sprinter,NS,EHV,2016-12-06T23:35:00Z,PT0S
ASDZ,Amsterdam Zuid,5791,Sprinter,NS,DMNZ,2016-12-06T23:35:00Z,PT0S
ASDZ,Amsterdam Zuid,5791,Sprinter,NS,DMNZ,2016-12-06T23:35:00Z,PT0S
HTNC,Houten Castellum,16086,Sprinter,NS,UT,2016-12-06T23:35:00Z,PT0S
HTNC,Houten Castellum,16086,Sprinter,NS,UT,2016-12-06T23:35:00Z,PT0S
APN,Alphen a/d Rijn,8893,Intercity,NS,UT,2016-12-06T23:37:00Z,PT0S
APN,Alphen a/d Rijn,8893,Intercity,NS,UT,2016-12-06T23:37:00Z,PT0S
BRD,Barendrecht,5186,Sprinter,NS,GV,2016-12-06T23:35:00Z,PT1M51S
BRD,Barendrecht,5186,Sprinter,NS,GV,2016-12-06T23:35:00Z,PT1M51S
ALMO,Almere Oostvaarders,4389,Sprinter,NS,LLS,2016-12-06T23:35:00Z,PT0S
ALMO,Almere Oostvaarders,4389,Sprinter,NS,LLS,2016-12-06T23:35:00Z,PT0S
HLMS,Haarlem Spaarnwoude,5499,Sprinter,NS,ZVT,2016-12-06T23:34:00Z,PT2M12S
HLMS,Haarlem Spaarnwoude,5499,Sprinter,NS,ZVT,2016-12-06T23:34:00Z,PT2M12S
RAI,Amsterdam RAI,5791,Sprinter,NS,DMNZ,2016-12-06T23:37:00Z,PT0S
RAI,Amsterdam RAI,5791,Sprinter,NS,DMNZ,2016-12-06T23:37:00Z,PT0S
